"V1","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file","spp_new"
4020,"Hoplostethus atlanticus","Orange roughy","White et al. 2009 Cons Gen",1,"Ireland, France","Hebrides, Bay of Biscay",52.214339,-5.720216,NA,"",1,"HopAt2",0,89,"2",0.919,NA,"ppdat","Hoplostethus atlanticus"
4021,"Hoplostethus atlanticus","Orange roughy","White et al. 2009 Cons Gen",1,"Ireland, France","Hebrides, Bay of Biscay",52.214339,-5.720216,NA,"",1,"HopAt6",0,89,"2",0.94,NA,"ppdat","Hoplostethus atlanticus"
4022,"Hoplostethus atlanticus","Orange roughy","White et al. 2009 Cons Gen",1,"Ireland, France","Hebrides, Bay of Biscay",52.214339,-5.720216,NA,"",1,"HopAt1",0,89,"2",0.686,NA,"ppdat","Hoplostethus atlanticus"
4023,"Hoplostethus atlanticus","Orange roughy","White et al. 2009 Cons Gen",1,"Ireland, France","Hebrides, Bay of Biscay",52.214339,-5.720216,NA,"",1,"HopAt4",0,89,"2",0.81,NA,"ppdat","Hoplostethus atlanticus"
4024,"Hoplostethus atlanticus","Orange roughy","White et al. 2009 Cons Gen",1,"Ireland, France","Hebrides, Bay of Biscay",52.214339,-5.720216,NA,"",1,"HopAt9",0,89,"2",0.625,NA,"ppdat","Hoplostethus atlanticus"
4025,"Hoplostethus atlanticus","Orange roughy","White et al. 2009 Cons Gen",1,"Ireland, France","Hebrides, Bay of Biscay",52.214339,-5.720216,NA,"",1,"HopAt10",0,89,"2",0.793,NA,"ppdat","Hoplostethus atlanticus"
4026,"Hoplostethus atlanticus","Orange roughy","White et al. 2009 Cons Gen",1,"Ireland, France","Hebrides, Bay of Biscay",52.214339,-5.720216,NA,"",1,"HopAt7",0,89,"2",0.087,NA,"ppdat","Hoplostethus atlanticus"
4027,"Hoplostethus atlanticus","Orange roughy","White et al. 2009 Mol Ecol",0,"Atlantic","Faraday",47.3992,-28.5417,NA,"",14,"",0,20,NA,0.73,NA,"ppdat","Hoplostethus atlanticus"
4028,"Hoplostethus atlanticus","Orange roughy","White et al. 2009 Mol Ecol",0,"Atlantic","Sedlo Bank",38.1396,-25.8407,NA,"",14,"",0,50,NA,0.72,NA,"ppdat","Hoplostethus atlanticus"
4029,"Hoplostethus atlanticus","Orange roughy","White et al. 2009 Mol Ecol",0,"France","Biscay",45.4605,-7.5279,NA,"",14,"",0,70,NA,0.72,NA,"ppdat","Hoplostethus atlanticus"
4030,"Hoplostethus atlanticus","Orange roughy","White et al. 2009 Mol Ecol",0,"Ireland","Hebrides",53.9176,-10.2669,NA,"",14,"",0,51,NA,0.73,NA,"ppdat","Hoplostethus atlanticus"
4031,"Hoplostethus atlanticus","Orange roughy","White et al. 2009 Mol Ecol",0,"Ireland","Porcupine",48.0379,-11.7744,NA,"",14,"",0,45,NA,0.72,NA,"ppdat","Hoplostethus atlanticus"
4032,"Hoplostethus atlanticus","Orange roughy","White et al. 2009 Mol Ecol",0,"Namibia","Namibia",-22.771427,14.090842,NA,"",14,"",0,58,NA,0.71,NA,"ppdat","Hoplostethus atlanticus"
4033,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG103",0,30,"4",0.86,NA,"ppdat","Hypomesus transpacificus"
4034,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG104",0,30,"4",0.6,NA,"ppdat","Hypomesus transpacificus"
4035,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG105",0,5,"4",0.64,NA,"ppdat","Hypomesus transpacificus"
4036,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG106",0,24,"4",0.16,NA,"ppdat","Hypomesus transpacificus"
4037,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG107",0,25,"4",0.75,NA,"ppdat","Hypomesus transpacificus"
4038,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG108",0,22,"2",0.87,NA,"ppdat","Hypomesus transpacificus"
4039,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG109",0,30,"4",0.89,NA,"ppdat","Hypomesus transpacificus"
4040,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG110",0,28,"4",0.94,NA,"ppdat","Hypomesus transpacificus"
4041,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG112",0,29,"4",0.19,NA,"ppdat","Hypomesus transpacificus"
4042,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG113",0,6,"4",0.68,NA,"ppdat","Hypomesus transpacificus"
4043,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG114",0,28,"4",0.95,NA,"ppdat","Hypomesus transpacificus"
4044,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG115",0,29,"4",0.9,NA,"ppdat","Hypomesus transpacificus"
4045,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG116",0,18,"4",0.37,NA,"ppdat","Hypomesus transpacificus"
4046,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG117",0,24,"4",0.91,NA,"ppdat","Hypomesus transpacificus"
4047,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG118",0,30,"4",0.32,NA,"ppdat","Hypomesus transpacificus"
4048,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG119",0,29,"4",0.96,NA,"ppdat","Hypomesus transpacificus"
4049,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG120",0,30,"4",0.74,NA,"ppdat","Hypomesus transpacificus"
4050,"Hypomesus transpacificus","Delta smelt","Frisch et al. 2009 Mol Ecol Res",1,"USA","Decker Island, San Francisco Bay estuary",38.097011,-121.726828,NA,"",1,"HtrG122",0,24,"4",0.86,NA,"ppdat","Hypomesus transpacificus"
